Taxon,Cluster
ERX330703,1
SRX2535613,1
ERX139435,1
ERX942851,1
ERX063872,1
ERX326060,1
ERX207116,1
ERX2131524,1
ERX276143,1
SRX449837,1
ERX209504,1
SRX1422878,1
ERX330668,1
ERX330799,1
ERX2004660,1
ERX451055,1
ERX1667353,1
ERX110840,1
ERX462106,1
ERX470755,1
ERX212260,1
ERX2003705,1
SRX2551569,1
ERX110746,1
ERX325958,1
SRX373703,1
ERX1711220,1
ERX1103517,1
ERX1035185,1
ERX186873,1
ERX086647,1
ERX1035160,1
SRX2122549,1
ERX513680,1
ERX110778,1
SRX174129,1
ERX063984,1
ERX063837,1
ERX1662819,1
SRX359217,1
SRX2516142,1
ERX164897,1
SRX1154227,1
ERX1703899,1
ERX451462,1
ERX139602,1
SRX036308,1
ERX1667382,1
ERX209448,1
ERX325763,1
ERX113325,1
ERX113351,1
ERX330865,1
SRX2535418,1
SRX391575,1
ERX023515,1
ERX139456,1
SRX981407,1
ERX532055,1
ERX451295,1
SRX451120,1
SRX2535634,1
ERX1222307,1
ERX025504,1
ERX1606187,1
ERX110657,1
ERX462138,1
ERX139429,1
ERX330874,1
ERX332971,1
ERX212205,1
ERX717805,1
ERX328696,1
ERX451255,1
ERX462285,1
ERX212245,1
ERX139383,1
ERX1998401,1
ERX1606243,1
ERX659644,1
ERX139597,1
SRX2551640,1
ERX333068,1
ERX209529,1
ERX1120370,1
ERX462272,1
ERX451117,1
ERX025499,1
SRX467930,1
ERX1785605,1
SRX2516202,1
SRX2515457,1
ERX042926,1
ERX482582,1
ERX2011786,1
ERX462216,1
ERX139520,1
ERX807409,1
SRX451137,1
SRX2551531,1
ERX1114575,1
ERX462280,1
ERX1972133,1
ERX2004478,1
ERX956575,1
SRX2012818,1
SRX391692,1
ERX717714,1
SRX2551582,1
ERX513641,1
SRX479783,1
ERX2006927,1
ERX1606222,1
SRX554795,1
ERX451159,1
ERX462109,1
SRX392228,1
ERX276169,1
ERX333123,1
SRX1114263,1
ERX2011543,1
ERX085236,1
ERX325975,1
SRX1114344,1
ERX325770,1
SRX672592,1
SRX2551641,1
ERX980266,1
SRX2535594,1
SRX1884963,1
SRX467806,1
ERX063928,1
ERX506184,1
SRX672638,1
ERX333117,1
ERX223856,1
ERX1830570,1
ERX451217,1
ERX979773,1
ERX276097,1
SRX451272,1
ERX513808,1
SRX2551576,1
ERX113930,1
ERX1662736,1
ERX349265,1
ERX212210,1
ERX482580,1
SRX2551651,1
ERX113396,1
ERX1711227,1
ERX462208,1
ERX209483,1
ERX330924,1
ERX1662750,1
ERX113398,1
ERX513444,1
ERX113958,1
ERX482572,1
ERX147766,1
ERX276130,1
ERX209398,1
ERX063980,1
SRX392322,1
ERX384333,1
ERX113945,1
ERX063905,1
ERX325992,1
ERX164883,1
ERX807420,1
SRX449782,1
ERX359405,1
SRX463351,1
ERX001286,1
ERX505106,1
ERX042893,1
SRX2535565,1
ERX186925,1
ERX1820792,1
ERX330825,1
SRX2551469,1
ERX140746,1
ERX513233,1
ERX1583747,1
ERX1785617,1
ERX462306,1
ERX416256,1
SRX116251,1
ERX113352,1
SRX391756,1
SRX392384,1
ERX267685,1
ERX389329,1
SRX1114372,1
SRX2535217,1
SRX392264,1
ERX276145,1
ERX1662848,1
ERX676541,1
ERX956587,1
ERX1785646,1
ERX139567,1
ERX950105,1
SRX2551585,1
ERX979772,1
SRX2516214,1
SRX451133,1
ERX1048174,1
SRX449829,1
ERX139524,1
ERX025549,1
ERX209530,1
ERX451288,1
ERX212178,1
SRX463773,1
ERX325738,1
ERX482599,1
SRX2535654,1
ERX042912,1
ERX1606244,1
SRX2551515,1
ERX532060,1
ERX204893,1
SRX2535625,1
ERX330824,1
ERX110635,1
ERX416259,1
ERX513247,1
ERX1785681,1
ERX1998130,1
ERX330754,1
ERX1035150,1
SRX391539,1
ERX204853,1
SRX477164,1
ERX910792,1
SRX462929,1
ERX676511,1
ERX462064,1
ERX451028,1
ERX712407,1
ERX325776,1
ERX116899,1
ERX276083,1
ERX330813,1
ERX110839,1
ERX451403,1
SRX390863,1
ERX652657,1
SRX761927,1
ERX209564,1
ERX451445,1
ERX675025,1
ERX389260,1
ERX209539,1
ERX276123,1
ERX1782575,1
ERX110680,1
ERX140725,1
ERX330908,1
SRX1114271,1
SRX1114266,1
ERX186909,1
ERX2007911,1
SRX422945,1
SRX2535451,1
ERX139400,1
ERX451022,1
ERX1662359,1
ERX095296,1
SRX1885056,1
ERX980257,1
ERX1103555,1
ERX451024,1
ERX391950,1
ERX113998,1
SRX449931,1
ERX1606262,1
ERX956589,1
ERX513242,1
SRX2122477,1
SRX392265,1
ERX505483,1
SRX1605528,1
SRX2551416,1
SRX449842,1
SRX1114311,1
ERX113964,1
ERX1830515,1
ERX462112,1
ERX451298,1
ERX209484,1
ERX2004117,1
ERX1606184,1
ERX451476,1
ERX1033682,1
ERX1048227,1
ERX531958,1
SRX468276,1
ERX389253,1
SRX076645,1
ERX303854,1
ERX025412,1
ERX385458,1
ERX551191,1
ERX451293,1
ERX2004438,1
SRX2535207,1
SRX2535648,1
SRX2122552,1
ERX462294,1
SRX2535455,1
ERX1035208,1
ERX096660,1
ERX349276,1
ERX385274,1
ERX110790,1
SRX477165,1
ERX349270,1
ERX956823,1
SRX2535567,1
ERX086691,1
ERX1626120,1
SRX2417053,1
SRX464145,1
SRX189860,1
ERX2006812,1
ERX513690,1
SRX762854,1
ERX451116,1
SRX368119,1
ERX139612,1
ERX717825,1
ERX392028,1
ERX303865,1
SRX392273,1
ERX451078,1
SRX2535291,1
SRX451288,1
ERX110847,1
ERX556742,1
ERX164898,1
SRX2535659,1
ERX063885,1
ERX1997615,1
ERX001292,1
ERX2011886,1
ERX1035244,1
ERX325904,1
SRX007710,1
ERX956802,1
SRX659272,1
ERX116973,1
ERX330683,1
ERX505166,1
ERX209552,1
ERX333133,1
ERX330819,1
ERX1662824,1
SRX477146,1
SRX463131,1
SRX2417055,1
ERX1662863,1
ERX956371,1
ERX482570,1
ERX1998400,1
ERX325828,1
ERX1269197,1
ERX139329,1
ERX717729,1
SRX2535501,1
ERX025540,1
ERX139378,1
ERX025458,1
SRX2535636,1
SRX467883,1
SRX478054,1
ERX462254,1
ERX482577,1
ERX140755,1
SRX2535221,1
ERX462258,1
ERX686735,1
ERX376473,1
SRX392134,1
ERX956483,1
SRX467879,1
ERX140782,1
ERX694954,1
ERX980237,1
SRX1051301,1
ERX513463,1
SRX2535640,1
ERX113401,1
ERX186929,1
ERX164876,1
ERX164829,1
SRX2535445,1
SRX998326,1
ERX332977,1
ERX087093,1
ERX042881,1
SRX392382,1
ERX276102,1
ERX1820837,1
ERX1667403,1
ERX513624,1
ERX462085,1
ERX1269024,1
ERX389175,1
SRX2516172,1
SRX479829,1
ERX979770,1
ERX416245,1
ERX451254,1
ERX462130,1
SRX400120,1
SRX364526,1
SRX467970,1
SRX1114365,1
SRX2535253,1
ERX652693,1
SRX2535302,1
SRX373621,1
SRX2551427,1
ERX110666,1
ERX110763,1
ERX212196,1
SRX463190,1
SRX2535463,1
ERX330731,1
ERX139425,1
ERX1971948,1
SRX392101,1
ERX405935,1
ERX139580,1
ERX110875,1
ERX451208,1
ERX303904,1
ERX513188,1
ERX1972038,1
SRX2535399,1
ERX276112,1
ERX139342,1
ERX942828,1
ERX505138,1
ERX164880,1
SRX1887402,1
SRX2535262,1
ERX110711,1
ERX164840,1
ERX1952255,1
ERX042891,1
ERX330722,1
ERX451082,1
SRX152464,1
ERX2073610,1
SRX2535635,1
ERX025548,1
ERX1120214,1
ERX113989,1
ERX1629344,1
ERX2004138,1
ERX223844,1
ERX717885,1
ERX1703894,1
ERX2004693,1
ERX349216,1
ERX1785645,1
ERX942868,1
ERX325771,1
ERX113379,1
ERX042902,1
ERX462137,1
ERX325821,1
ERX113410,1
ERX1662778,1
ERX1662741,1
ERX1998128,1
ERX187666,1
ERX325979,1
ERX333085,1
ERX2005977,1
SRX2012820,1
SRX1887502,1
ERX025532,1
ERX164861,1
ERX451109,1
SRX451264,1
SRX659291,1
ERX096675,1
SRX2122485,1
SRX392418,1
ERX332980,1
ERX392012,1
ERX023506,1
SRX2551563,1
ERX482566,1
ERX305151,1
ERX462195,1
ERX451294,1
SRX449919,1
ERX063979,1
SRX463716,1
ERX980254,1
SRX451131,1
ERX326085,1
ERX1703898,1
ERX462297,1
ERX110772,1
ERX1997662,1
ERX676527,1
ERX532069,1
ERX1703913,1
SRX363583,1
ERX1035209,1
ERX276144,1
ERX462190,1
SRX3230781,1
ERX110683,1
SRX1114337,1
ERX659592,1
ERX1662845,1
ERX392000,1
SRX2551486,1
ERX910753,1
ERX325901,1
ERX139332,1
SRX2535523,1
ERX325967,1
SRX2516193,1
ERX326042,1
ERX2006412,1
ERX325788,1
ERX942885,1
ERX116951,1
ERX1033679,1
ERX330717,1
ERX646463,1
ERX389167,1
ERX2006928,1
SRX467859,1
SRX672642,1
ERX139473,1
SRX981348,1
ERX113983,1
ERX139450,1
ERX110709,1
ERX063873,1
ERX1785720,1
SRX2535513,1
ERX950067,1
SRX2551393,1
ERX1662801,1
ERX025423,1
ERX1035184,1
ERX389206,1
ERX979805,1
SRX422851,1
SRX479810,1
ERX694884,1
ERX113971,1
SRX1051542,1
SRX148260,1
ERX1998150,1
SRX449833,1
ERX1997673,1
ERX956417,1
ERX462286,1
SRX2551390,1
ERX330746,1
SRX1605527,1
ERX676554,1
ERX164827,1
ERX1657313,1
ERX1606242,1
ERX325859,1
SRX477176,1
ERX979833,1
ERX513676,1
ERX325753,1
ERX085237,1
ERX186857,1
ERX096700,1
SRX468285,1
ERX980265,1
SRX2551367,1
ERX370459,1
SRX1605480,1
ERX2006909,1
ERX063967,1
ERX095328,1
ERX385454,1
SRX2551494,1
ERX025426,1
ERX1782577,1
ERX1972212,1
ERX204834,1
SRX2535433,1
ERX482563,1
ERX686811,1
ERX979811,1
ERX110820,1
ERX023533,1
ERX042906,1
ERX209431,1
ERX325950,1
ERX305196,1
ERX712405,1
SRX2551365,1
ERX186849,1
SRX2535671,1
SRX1886922,1
SRX2516143,1
ERX305181,1
ERX451272,1
ERX1114583,1
SRX467728,1
ERX209567,1
SRX2551521,1
SRX2535461,1
ERX1048218,1
ERX384930,1
ERX063866,1
ERX305199,1
ERX001282,1
ERX325752,1
ERX030082,1
ERX326056,1
ERX042875,1
ERX212262,1
ERX505290,1
SRX2551472,1
SRX369156,1
SRX359282,1
ERX451095,1
ERX063972,1
ERX063968,1
SRX2535167,1
ERX333050,1
SRX2417059,1
SRX391616,1
SRX2535371,1
ERX330915,1
ERX114017,1
ERX462178,1
ERX325946,1
ERX717924,1
ERX694888,1
ERX1662798,1
SRX422787,1
ERX1997617,1
SRX2535212,1
ERX1998168,1
ERX2003559,1
SRX659030,1
SRX998333,1
SRX672665,1
ERX947718,1
ERX110723,1
ERX2006946,1
ERX333125,1
SRX391567,1
ERX209507,1
ERX326069,1
ERX956786,1
SRX1114300,1
ERX2003810,1
ERX979836,1
ERX025518,1
ERX303914,1
ERX482547,1
ERX086658,1
ERX513462,1
ERX980292,1
ERX095293,1
ERX513741,1
ERX110651,1
ERX1785596,1
ERX212199,1
ERX451033,1
ERX1997650,1
ERX333001,1
ERX330899,1
ERX1998152,1
ERX325818,1
ERX676520,1
SRX1114275,1
SRX1837674,1
ERX110707,1
ERX022505,1
ERX451393,1
ERX353397,1
ERX1035159,1
ERX140769,1
SRX2122467,1
ERX462345,1
SRX658880,1
SRX391576,1
SRX2551406,1
ERX086671,1
SRX761732,1
ERX147825,1
SRX1605518,1
SRX672586,1
ERX231427,1
SRX2534950,1
ERX1229329,1
SRX422957,1
SRX364466,1
ERX451371,1
SRX477123,1
ERX451218,1
ERX462089,1
ERX139613,1
ERX139533,1
ERX676559,1
ERX147985,1
ERX676528,1
SRX391699,1
ERX451099,1
ERX1703906,1
ERX116926,1
SRX477064,1
ERX276141,1
ERX659263,1
ERX1853089,1
SRX477054,1
ERX303860,1
ERX675002,1
ERX063937,1
SRX2535627,1
ERX021274,1
SRX2416321,1
ERX025495,1
ERX114005,1
ERX482556,1
SRX1887829,1
ERX680764,1
ERX462300,1
ERX979786,1
ERX1972129,1
ERX276139,1
ERX979783,1
SRX2515448,1
ERX276161,1
SRX468140,1
ERX1662320,1
SRX479727,1
ERX063841,1
ERX139422,1
ERX330759,1
ERX209492,1
ERX513604,1
SRX391545,1
SRX2551485,1
ERX328704,1
ERX140774,1
ERX139601,1
ERX303861,1
ERX1035191,1
ERX482593,1
ERX2006912,1
ERX095306,1
ERX1520504,1
SRX659039,1
ERX770156,1
ERX332988,1
ERX451207,1
SRX449922,1
ERX1120376,1
SRX392096,1
ERX086697,1
ERX505408,1
ERX451228,1
ERX451455,1
ERX505323,1
ERX330661,1
SRX2551516,1
ERX325852,1
ERX113409,1
ERX1666431,1
ERX659306,1
ERX139391,1
ERX1028038,1
ERX482564,1
ERX326041,1
ERX513605,1
ERX333095,1
ERX025556,1
ERX013811,1
SRX1885153,1
SRX672646,1
ERX389334,1
SRX2535454,1
ERX110849,1
ERX025528,1
SRX761920,1
ERX1703891,1
ERX349241,1
ERX505499,1
SRX1114279,1
SRX2535579,1
SRX2535459,1
ERX086708,1
ERX451138,1
ERX204855,1
ERX2006557,1
ERX110818,1
ERX113373,1
ERX1606213,1
ERX2003840,1
ERX1120237,1
ERX950115,1
SRX2535290,1
ERX116959,1
SRX392081,1
ERX139490,1
ERX462142,1
SRX2122571,1
ERX333027,1
ERX956513,1
ERX113980,1
ERX505287,1
ERX385322,1
ERX1035214,1
ERX2011559,1
SRX464315,1
ERX204814,1
ERX325808,1
ERX1626131,1
SRX1114326,1
SRX373658,1
ERX391980,1
ERX087058,1
ERX2011873,1
SRX2551517,1
ERX086660,1
SRX462884,1
SRX479819,1
ERX416254,1
ERX462241,1
ERX942820,1
SRX2535619,1
SRX477119,1
ERX023490,1
ERX025418,1
ERX2003891,1
SRX1114305,1
ERX276107,1
SRX145237,1
SRX391593,1
ERX451408,1
ERX462173,1
ERX303905,1
ERX025445,1
ERX451200,1
ERX333084,1
SRX2535633,1
ERX2006422,1
SRX449937,1
ERX513313,1
ERX325990,1
ERX025498,1
SRX672623,1
ERX980190,1
SRX464222,1
SRX2219288,1
ERX042905,1
ERX2073576,1
ERX1852885,1
ERX451368,1
SRX392298,1
ERX113938,1
ERX209442,1
ERX325951,1
ERX1830562,1
ERX451110,1
SRX1114308,1
ERX1662856,1
SRX422919,1
SRX1114355,1
SRX2122527,1
ERX140759,1
SRX2516166,1
ERX113321,1
SRX422816,1
SRX2535300,1
ERX492513,1
ERX349275,1
ERX1103608,1
SRX1384738,1
ERX950091,1
ERX063890,1
ERX2131504,1
ERX025561,1
ERX332990,1
ERX659236,1
ERX2085819,1
ERX1663946,1
SRX449925,1
ERX416236,1
ERX462093,1
ERX1662846,1
SRX2535506,1
ERX209475,1
ERX333124,1
ERX330745,1
ERX330804,1
ERX330758,1
ERX1048233,1
ERX325826,1
ERX686815,1
ERX513816,1
ERX209521,1
ERX325851,1
SRX2551508,1
SRX375557,1
ERX140773,1
ERX139604,1
ERX164843,1
ERX2006809,1
ERX956753,1
ERX209417,1
ERX116933,1
ERX451066,1
ERX1662790,1
SRX1887399,1
SRX477132,1
ERX681015,1
ERX1086753,1
SRX467917,1
ERX325965,1
SRX1887104,1
ERX389301,1
ERX532094,1
ERX956796,1
ERX021302,1
SRX1114255,1
SRX2535275,1
SRX467750,1
SRX2535504,1
SRX672607,1
ERX451155,1
ERX209405,1
SRX1605506,1
SRX391619,1
ERX1952269,1
ERX325845,1
ERX513533,1
ERX1035238,1
SRX672574,1
ERX212177,1
ERX451096,1
SRX998339,1
ERX110828,1
SRX392142,1
SRX449797,1
ERX025551,1
ERX110738,1
ERX956812,1
ERX063886,1
SRX313298,1
SRX368840,1
ERX330744,1
ERX212192,1
ERX531922,1
SRX477086,1
ERX021322,1
ERX164884,1
ERX330756,1
SRX2535696,1
ERX013815,1
SRX2535435,1
ERX062447,1
ERX113932,1
ERX1997621,1
ERX1785597,1
SRX007697,1
ERX1998049,1
SRX2147151,1
SRX2122543,1
ERX110733,1
ERX325800,1
ERX063943,1
ERX276132,1
ERX086659,1
SRX2147149,1
ERX212248,1
ERX311504,1
ERX186903,1
ERX451121,1
ERX686801,1
ERX505475,1
ERX462289,1
SRX007688,1
SRX313367,1
ERX1035189,1
SRX477104,1
ERX305163,1
SRX2535676,1
ERX389289,1
ERX164906,1
ERX451108,1
ERX505447,1
ERX505992,1
ERX532135,1
ERX956382,1
SRX554842,1
SRX2535608,1
ERX025501,1
ERX325954,1
ERX2007925,1
ERX164844,1
SRX2551484,1
ERX980186,1
ERX021290,1
ERX686782,1
ERX209565,1
SRX2122529,1
ERX139408,1
ERX303902,1
SRX477169,1
ERX513628,1
SRX366344,1
ERX223853,1
ERX330768,1
ERX110752,1
ERX116916,1
SRX2535616,1
ERX164830,1
ERX1662322,1
ERX140793,1
ERX330678,1
ERX462135,1
ERX209414,1
SRX036313,1
SRX2515456,1
ERX1997661,1
SRX391717,1
ERX676542,1
ERX325790,1
ERX030087,1
ERX063947,1
SRX1887743,1
ERX212190,1
ERX462248,1
SRX2535600,1
ERX1222217,1
ERX482548,1
ERX1666367,1
ERX042871,1
ERX086657,1
SRX451231,1
ERX186920,1
ERX326058,1
ERX532105,1
SRX658873,1
SRX2551499,1
ERX451077,1
ERX505299,1
SRX659236,1
ERX110742,1
ERX979824,1
SRX1837665,1
ERX462323,1
ERX513621,1
ERX186907,1
SRX451282,1
ERX462092,1
ERX979816,1
ERX333092,1
ERX392017,1
ERX110779,1
ERX330828,1
ERX204854,1
ERX333052,1
ERX1035192,1
ERX025500,1
SRX2535675,1
ERX2004690,1
ERX652652,1
SRX463187,1
ERX212269,1
SRX659133,1
ERX020502,1
ERX505462,1
ERX333006,1
ERX2006920,1
SRX390946,1
ERX209540,1
ERX326077,1
ERX353377,1
SRX1114309,1
SRX1885815,1
SRX392563,1
ERX276088,1
ERX209413,1
SRX2122551,1
ERX353391,1
ERX063954,1
ERX392009,1
ERX2006917,1
SRX2122465,1
SRX477058,1
ERX110700,1
ERX2007895,1
ERX147796,1
ERX325739,1
ERX325760,1
SRX2535184,1
SRX467874,1
ERX139337,1
ERX021310,1
ERX2011846,1
ERX325973,1
ERX676523,1
SRX1885544,1
ERX451373,1
ERX462152,1
ERX025564,1
ERX1662740,1
ERX353384,1
ERX113356,1
ERX462279,1
ERX209489,1
ERX2011876,1
ERX110787,1
SRX659288,1
ERX333036,1
ERX2006939,1
ERX462111,1
ERX110655,1
SRX2535372,1
SRX359146,1
SRX2535170,1
ERX513423,1
ERX2131438,1
SRX468211,1
SRX659024,1
ERX979830,1
ERX980238,1
ERX1998147,1
ERX349273,1
ERX330789,1
ERX1033736,1
SRX761852,1
ERX025563,1
ERX482621,1
SRX2535356,1
ERX1269453,1
SRX672600,1
ERX204859,1
SRX658874,1
ERX462212,1
ERX325768,1
ERX2006935,1
SRX476995,1
SRX467742,1
ERX116936,1
ERX1114462,1
ERX303910,1
ERX001260,1
SRX1885070,1
ERX1997640,1
ERX2006814,1
ERX482575,1
ERX330640,1
ERX659602,1
ERX147798,1
ERX660893,1
ERX113323,1
ERX451238,1
ERX1150202,1
ERX910820,1
ERX1606260,1
ERX139519,1
ERX451162,1
ERX505373,1
SRX1114316,1
SRX2535467,1
SRX2551541,1
SRX391617,1
ERX1103577,1
ERX1628241,1
ERX139578,1
SRX477059,1
ERX325802,1
SRX2551578,1
SRX477056,1
ERX326032,1
ERX505168,1
ERX770143,1
ERX113407,1
SRX146564,1
SRX158245,1
SRX467826,1
ERX1998469,1
ERX140731,1
ERX2012048,1
ERX551153,1
ERX2004692,1
ERX1859248,1
ERX116966,1
ERX389332,1
ERX451216,1
SRX449895,1
SRX1422838,1
SRX391584,1
ERX086696,1
ERX2003721,1
ERX110634,1
ERX110722,1
ERX1611778,1
SRX2426201,1
ERX1662855,1
ERX063839,1
ERX513697,1
ERX513534,1
ERX659113,1
ERX062454,1
ERX353372,1
ERX1606202,1
SRX392182,1
ERX303924,1
ERX2003548,1
ERX659068,1
ERX147808,1
ERX1852787,1
ERX2011820,1
ERX1035183,1
ERX658766,1
ERX209421,1
SRX392160,1
ERX1666481,1
ERX113925,1
ERX505145,1
SRX2551519,1
SRX2535360,1
ERX2007918,1
ERX325909,1
ERX391877,1
ERX001210,1
ERX979848,1
ERX209562,1
ERX330725,1
ERX462240,1
SRX363509,1
SRX463895,1
ERX164857,1
ERX1852974,1
SRX373429,1
ERX385334,1
ERX139357,1
ERX326008,1
SRX1114291,1
ERX980264,1
ERX204882,1
SRX467734,1
ERX086651,1
ERX513725,1
ERX139331,1
ERX807540,1
ERX333018,1
ERX451071,1
ERX979796,1
SRX467966,1
ERX659021,1
ERX276104,1
ERX482555,1
ERX652736,1
ERX330923,1
ERX326090,1
ERX113954,1
ERX325956,1
ERX462227,1
ERX807415,1
ERX1662713,1
ERX139545,1
SRX468270,1
ERX204818,1
ERX353381,1
ERX330765,1
ERX139389,1
ERX462310,1
SRX368879,1
ERX139459,1
ERX1997632,1
ERX023574,1
ERX096744,1
SRX672632,1
ERX330884,1
SRX2122479,1
ERX2004125,1
ERX506158,1
ERX659608,1
SRX2515447,1
ERX204848,1
ERX1703892,1
ERX1855421,1
SRX451275,1
SRX2551599,1
ERX063883,1
ERX451111,1
ERX950041,1
ERX110681,1
ERX349193,1
ERX2003560,1
ERX330880,1
SRX007687,1
ERX385481,1
ERX451382,1
SRX392173,1
ERX303853,1
ERX186890,1
ERX391997,1
ERX1666372,1
ERX1606190,1
ERX2006424,1
ERX1662760,1
SRX1886688,1
ERX942893,1
ERX330893,1
ERX2073578,1
ERX325888,1
ERX330666,1
ERX676553,1
ERX139513,1
ERX680712,1
ERX1628303,1
ERX113960,1
ERX646313,1
ERX330698,1
ERX147801,1
ERX209493,1
ERX276151,1
ERX717751,1
ERX1606269,1
ERX2011851,1
ERX513758,1
SRX313295,1
ERX023470,1
ERX451013,1
SRX2535541,1
SRX2535591,1
ERX451171,1
ERX113994,1
ERX1952430,1
ERX451174,1
ERX186871,1
ERX676526,1
SRX1114265,1
ERX118626,1
SRX449967,1
ERX451416,1
ERX2006908,1
ERX087126,1
ERX140749,1
ERX042892,1
ERX956616,1
SRX1116075,1
ERX326012,1
SRX2551581,1
ERX021318,1
SRX449913,1
SRX463771,1
ERX451310,1
ERX462180,1
ERX116889,1
SRX2535651,1
ERX462115,1
ERX095276,1
ERX2003564,1
ERX063981,1
ERX1035176,1
ERX389272,1
ERX2011565,1
SRX2535211,1
ERX1114457,1
ERX2003552,1
ERX506056,1
SRX477020,1
SRX463769,1
SRX464588,1
ERX492447,1
SRX449932,1
SRX373632,1
ERX303890,1
ERX349184,1
ERX513375,1
ERX113394,1
ERX204858,1
SRX1051525,1
ERX113936,1
ERX384707,1
ERX1035229,1
ERX1606186,1
ERX694952,1
ERX2006564,1
SRX1605529,1
ERX110649,1
SRX449806,1
SRX313299,1
ERX1785612,1
SRX659118,1
ERX451135,1
ERX063816,1
ERX676546,1
SRX2535639,1
SRX658936,1
ERX025415,1
SRX2551638,1
ERX2006915,1
ERX352911,1
SRX672587,1
SRX2535236,1
SRX449887,1
ERX001208,1
ERX332994,1
ERX1662837,1
ERX147834,1
SRX659238,1
SRX391596,1
ERX505210,1
SRX2551579,1
ERX1785608,1
ERX979826,1
ERX451291,1
ERX330917,1
ERX2085715,1
SRX2535203,1
ERX140788,1
ERX942894,1
ERX186928,1
ERX325860,1
SRX1114298,1
ERX325999,1
ERX1830494,1
ERX030060,1
ERX1606180,1
ERX333061,1
ERX116927,1
SRX2551402,1
ERX333024,1
SRX468202,1
SRX392155,1
ERX1048184,1
ERX015879,1
ERX416265,1
SRX554797,1
ERX712409,1
SRX392561,1
SRX2516213,1
ERX204864,1
ERX325980,1
SRX3230774,1
SRX1114285,1
ERX325899,1
ERX042887,1
ERX2007899,1
SRX468149,1
SRX390915,1
SRX2515446,1
ERX2004137,1
ERX451464,1
SRX477156,1
ERX451461,1
ERX042874,1
ERX2003556,1
ERX807583,1
SRX2551465,1
ERX021270,1
ERX086683,1
ERX212215,1
ERX186933,1
ERX1103583,1
ERX1150070,1
ERX139353,1
SRX1605490,1
SRX007693,1
ERX1666221,1
ERX956827,1
SRX2535621,1
SRX2551570,1
SRX659062,1
SRX468263,1
ERX2011569,1
ERX140779,1
ERX1998399,1
SRX1885733,1
ERX2011731,1
SRX2426213,1
ERX326025,1
SRX1886878,1
SRX463354,1
ERX325938,1
ERX110636,1
SRX477080,1
SRX2535678,1
ERX164865,1
ERX186851,1
ERX086925,1
ERX451319,1
ERX2003697,1
ERX391871,1
SRX887003,1
SRX391764,1
ERX204819,1
ERX462202,1
SRX373684,1
SRX659281,1
SRX463058,1
ERX095281,1
SRX1885368,1
ERX676544,1
ERX325947,1
SRX391601,1
ERX652770,1
SRX468077,1
ERX022513,1
ERX025431,1
SRX155348,1
ERX116920,1
SRX392221,1
ERX096734,1
ERX326002,1
ERX1606212,1
ERX110716,1
SRX2535259,1
ERX1972235,1
ERX513797,1
ERX1043658,1
SRX2516208,1
SRX468090,1
ERX1703893,1
ERX451178,1
ERX462196,1
ERX505354,1
SRX672576,1
ERX2011584,1
ERX956386,1
ERX325842,1
SRX672615,1
ERX513644,1
ERX1782585,1
SRX1114252,1
ERX276165,1
SRX1114280,1
ERX025489,1
SRX672609,1
ERX1952317,1
SRX2551560,1
SRX1114251,1
SRX2551385,1
ERX139434,1
ERX325781,1
ERX2131487,1
ERX330847,1
SRX672588,1
ERX063896,1
ERX023545,1
ERX325757,1
SRX1887635,1
ERX979802,1
SRX2535486,1
ERX353389,1
SRX2122582,1
ERX1659864,1
ERX113406,1
ERX652771,1
ERX164867,1
ERX451338,1
ERX659604,1
ERX451389,1
ERX204871,1
ERX326026,1
ERX910755,1
SRX2535271,1
ERX451450,1
ERX328695,1
ERX063924,1
SRX2535373,1
ERX349211,1
ERX095314,1
ERX2006563,1
ERX063971,1
SRX2551412,1
ERX1590851,1
SRX467903,1
SRX1886880,1
SRX2535618,1
ERX326029,1
ERX095286,1
ERX110893,1
SRX390855,1
ERX1666242,1
SRX2551618,1
SRX2535347,1
ERX353395,1
ERX505372,1
ERX2006428,1
ERX147811,1
SRX1114318,1
ERX147983,1
ERX209470,1
ERX451104,1
SRX449889,1
ERX513529,1
ERX451244,1
SRX1114277,1
ERX676530,1
ERX1785676,1
ERX532041,1
ERX276180,1
ERX462199,1
ERX416255,1
ERX332982,1
SRX659271,1
SRX1114282,1
ERX385034,1
SRX1114373,1
ERX482587,1
ERX212220,1
ERX1952263,1
SRX368161,1
SRX392575,1
ERX2007926,1
ERX947720,1
SRX1114320,1
SRX2535192,1
ERX096690,1
ERX1998155,1
ERX095302,1
SRX463599,1
ERX1086809,1
ERX712404,1
ERX063982,1
ERX063909,1
ERX686912,1
ERX451250,1
ERX042913,1
ERX956627,1
ERX1662325,1
ERX2011575,1
ERX325744,1
ERX223855,1
ERX717862,1
ERX333088,1
ERX1667248,1
ERX451127,1
SRX392084,1
ERX030089,1
SRX2557002,1
SRX467841,1
ERX139514,1
SRX2012784,1
ERX352908,1
ERX659186,1
SRX659119,1
ERX223859,1
ERX513407,1
ERX451166,1
ERX505509,1
SRX449814,1
SRX2122573,1
ERX110765,1
SRX672569,1
ERX147764,1
ERX086682,1
ERX095313,1
ERX095325,1
ERX2011576,1
ERX389223,1
ERX451456,1
ERX1785725,1
ERX462149,1
SRX390921,1
ERX325871,1
ERX021314,1
ERX451118,1
SRX2535354,1
ERX139491,1
ERX330922,1
ERX1852697,1
SRX477007,1
SRX2535322,1
SRX1605541,1
SRX2535605,1
